Return,steps
4.0,399.0
-9.8,249.0
-8.8,259.0
-8.8,230.0
-9.8,250.0
-7.8,255.0
-7.8,255.0
6.0,354.0
5.0,375.0
-8.8,250.0
-1.0,261.0
-2.0,347.0
-3.0,372.0
-8.8,235.0
-7.8,255.0
0.0,273.0
-9.8,230.0
-8.8,250.0
1.0,295.0
-9.8,245.0
-1.0,318.0
21.0,512.0
10.0,359.0
-2.0,300.0
6.0,370.0
-9.8,245.0
-1.8000000000000007,322.0
6.0,402.0
-9.8,250.0
0.0,263.0
6.0,315.0
-7.8,255.0
2.0,331.0
-7.8,250.0
-1.0,293.0
-2.0,281.0
-7.8,235.0
-9.8,245.0
-4.0,318.0
-8.8,250.0
5.0,350.0
-7.8,235.0
1.0,298.0
-8.8,250.0
-8.8,250.0
2.0,372.0
4.0,329.0
0.0,370.0
-9.8,250.0
-7.8,235.0
5.0,315.0
-9.8,250.0
4.0,274.0
-5.0,281.0
-8.8,250.0
3.0,275.0
-8.8,250.0
3.0,414.0
5.0,345.0
-9.8,257.0
-8.8,250.0
-1.0,327.0
-9.8,245.0
2.0,285.0
-9.8,230.0
-7.8,255.0
-1.0,294.0
-9.8,231.0
-7.8,235.0
0.0,307.0
5.0,354.0
-8.8,250.0
-9.8,245.0
-9.8,258.0
-5.0,248.0
7.0,385.0
4.0,295.0
-1.0,335.0
-9.8,257.0
3.0,325.0
0.0,285.0
-9.8,245.0
4.0,251.0
4.0,324.0
-8.8,250.0
3.0,495.0
-9.8,230.0
5.0,502.0
-8.8,245.0
0.0,295.0
-8.8,250.0
1.0,420.0
5.0,351.0
-3.0,281.0
8.0,379.0
-8.8,250.0
-2.0,245.0
4.0,370.0
-3.0,303.0
-1.0,239.0
4.0,405.0
-9.8,250.0
-7.8,235.0
5.0,298.0
-1.0,263.0
2.0,324.0
-8.8,235.0
-1.0,241.0
-7.8,235.0
-1.0,353.0
-4.0,262.0
-9.8,250.0
0.0,440.0
8.0,412.0
-8.8,250.0
-9.8,245.0
4.0,399.0
4.0,367.0
5.0,440.0
13.0,420.0
-9.8,250.0
-8.8,235.0
-5.8,250.0
0.0,300.0
-8.8,255.0
-9.8,230.0
4.0,285.0
-9.8,250.0
-8.8,250.0
-8.8,230.0
1.0,284.0
-7.8,235.0
4.0,305.0
24.0,512.0
-9.8,250.0
4.0,305.0
-8.8,235.0
-7.8,270.0
9.0,405.0
-2.0,270.0
3.0,337.0
12.0,384.0
4.0,286.0
3.0,260.0
-8.8,235.0
-1.0,262.0
-7.8,250.0
-9.8,230.0
4.0,335.0
-2.0,335.0
-1.0,302.0
6.0,424.0
-7.8,255.0
-9.8,250.0
-9.8,247.0
-9.8,249.0
-9.8,250.0
-1.0,305.0
11.0,415.0
-9.8,236.0
-8.8,250.0
4.0,285.0
-7.8,250.0
5.0,265.0
-9.8,230.0
-3.0,306.0
-7.8,255.0
-1.0,271.0
5.0,435.0
-7.8,235.0
-8.8,250.0
4.0,300.0
2.0,363.0
-8.8,235.0
-8.8,250.0
14.0,481.0
-8.8,230.0
-9.8,230.0
-9.8,250.0
0.0,405.0
-2.0,265.0
0.0,272.0
-7.8,235.0
0.0,310.0
-7.8,270.0
3.0,261.0
-9.8,245.0
6.0,342.0
-1.0,386.0
2.0,390.0
5.0,378.0
9.0,426.0
7.0,468.0
-9.8,250.0
26.0,512.0
-9.8,230.0
0.0,282.0
-1.0,371.0
-9.8,250.0
11.0,413.0
-3.0,313.0
-8.8,250.0
-9.8,245.0
-8.8,230.0
-8.8,235.0
-7.8,250.0
-1.0,296.0
4.0,396.0
3.0,352.0
-9.8,245.0
-1.0,309.0
2.0,255.0
0.0,269.0
-7.8,250.0
1.0,325.0
11.0,480.0
0.0,339.0
-2.0,301.0
2.0,396.0
-1.0,293.0
-1.0,330.0
-2.0,293.0
-8.8,235.0
3.0,389.0
-8.8,252.0
1.0,313.0
-7.8,250.0
-3.0,284.0
-4.0,315.0
7.0,345.0
-9.8,245.0
1.1999999999999993,235.0
1.0,313.0
-9.8,245.0
-1.0,303.0
3.0,306.0
-8.8,246.0
-9.8,230.0
-6.8,225.0
-1.0,311.0
2.0,286.0
0.0,239.0
-9.8,245.0
-9.8,250.0
12.0,395.0
3.0,303.0
2.0,288.0
-7.8,250.0
-7.8,250.0
-8.8,245.0
4.0,280.0
-9.8,230.0
-8.8,250.0
1.0,305.0
-9.8,255.0
-8.8,256.0
-8.8,274.0
6.0,316.0
-9.8,230.0
5.0,251.0
-7.8,255.0
-8.8,255.0
1.0,351.0
-8.8,230.0
-8.8,250.0
-8.8,250.0
-8.8,245.0
-8.8,245.0
-8.8,235.0
-9.8,230.0
4.0,297.0
6.0,345.0
-8.8,235.0
-8.8,235.0
-6.8,230.0
-8.8,258.0
-7.8,270.0
-7.8,235.0
-5.0,275.0
-8.8,235.0
2.0,314.0
2.0,415.0
6.0,391.0
-7.8,250.0
2.0,301.0
9.0,422.0
-8.8,253.0
-8.8,230.0
-8.8,235.0
1.0,257.0
5.0,323.0
8.0,375.0
-8.8,230.0
-4.0,253.0
1.0,347.0
-9.8,245.0
1.0,328.0
2.0,400.0
2.0,329.0
5.0,348.0
0.0,332.0
2.0,476.0
7.0,346.0
3.0,414.0
0.0,357.0
-9.8,245.0
2.0,320.0
0.0,360.0
-8.8,235.0
-2.0,345.0
1.0,320.0
-2.0,283.0
2.0,285.0
-7.8,255.0
-8.8,250.0
-8.8,250.0
-8.8,250.0
6.0,306.0
-7.8,255.0
-8.8,235.0
-9.8,250.0
-9.8,249.0
5.0,355.0
1.0,331.0
3.0,338.0
-7.8,250.0
-8.8,250.0
-1.0,375.0
-6.6,265.0
8.0,484.0
9.0,422.0
2.0,378.0
0.1999999999999993,246.0
-8.8,230.0
-8.8,230.0
8.0,405.0
-8.8,250.0
4.0,362.0
-8.8,250.0
3.0,301.0
6.0,454.0
-8.8,250.0
13.0,460.0
2.0,295.0
-9.8,246.0
-9.8,245.0
-1.0,309.0
1.0,272.0
-2.0,275.0
-8.8,248.0
2.0,355.0
4.0,328.0
-8.8,231.0
-1.0,313.0
-9.8,236.0
0.0,279.0
0.0,365.0
0.0,342.0
-2.0,299.0
3.0,328.0
6.0,444.0
4.0,365.0
-1.0,331.0
-9.8,247.0
6.0,316.0
19.0,512.0
-1.0,306.0
-8.8,250.0
2.0,245.0
0.0,293.0
-2.0,287.0
-9.8,245.0
-8.8,250.0
8.0,405.0
-9.8,245.0
3.0,319.0
-8.8,235.0
-9.8,250.0
1.0,297.0
4.0,351.0
0.0,338.0
-7.8,255.0
13.0,373.0
-8.8,235.0
2.0,301.0
4.0,348.0
-1.0,270.0
3.0,381.0
3.0,365.0
3.0,422.0
-1.0,290.0
3.0,288.0
5.0,434.0
4.0,316.0
2.0,301.0
-2.0,315.0
0.0,373.0
8.0,434.0
1.0,461.0
7.0,350.0
-2.0,299.0
-8.8,250.0
1.0,313.0
0.0,273.0
-8.8,250.0
-3.0,242.0
4.0,319.0
0.0,326.0
-8.8,230.0
-9.8,250.0
-4.0,286.0
-7.8,270.0
1.0,377.0
-8.8,235.0
-8.8,235.0
8.0,337.0
-9.8,245.0
-9.8,250.0
-8.8,257.0
-9.8,250.0
-1.0,271.0
-8.8,250.0
4.0,421.0
3.0,364.0
-2.0,435.0
6.0,336.0
5.0,264.0
-6.8,242.0
-8.8,251.0
-8.8,245.0
-1.0,330.0
2.0,294.0
4.0,305.0
-7.8,235.0
5.0,350.0
-8.8,245.0
-9.8,230.0
-8.8,252.0
-9.8,248.0
2.0,336.0
-9.8,245.0
-7.8,255.0
6.0,311.0
-1.0,321.0
-1.0,405.0
0.0,319.0
-4.0,254.0
1.0,301.0
-2.0,263.0
3.0,335.0
-6.8,239.0
-9.8,250.0
5.0,336.0
-8.8,250.0
-9.8,230.0
3.0,362.0
0.0,382.0
-8.8,245.0
0.0,290.0
4.0,350.0
-8.8,272.0
2.0,250.0
-8.8,250.0
-9.8,250.0
1.0,340.0
-1.0,268.0
-7.8,270.0
-8.8,255.0
3.0,260.0
1.0,271.0
